Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,38.1,,,33,42.8,"11,328",1035,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Baldwin,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11,,,9.3,12.7,"239,294",1003,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-87.7460666 30.6592183)
2021,AL,Alabama,Marion,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.6,11.9,"29,246",1093,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-87.881551 34.1382194)
2020,AL,Alabama,Calhoun,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.4,,,68.6,76,"115,972",1015,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.8279089 33.7705162)
2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.1,,,3.6,4.6,"18,996",1091,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-87.791091 32.2475911)
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,36.4,,,31.8,41.1,"19,648",1099,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-87.3832656 31.5803324)
2021,AL,Alabama,Perry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,52.5,,,43.8,61.2,"8,355",1105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.2938269 32.6390053)
2020,AL,Alabama,Barbour,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,33.2,,,27.8,39,"24,964",1005,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Lamar,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.5,,,4,5.1,"13,689",1075,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-88.0874309 33.7870852)
2020,AL,Alabama,Cullman,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.6,,,67.9,76.9,"89,496",1043,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.8692666 34.1319229)
2021,AL,Alabama,Bullock,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,41.9,,,36.7,47.1,"10,320",1011,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.7172613 32.1017589)
2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.3,,,8.4,12.3,"15,103",1029,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,19.3,27.7,"15,147",1129,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Chilton,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.1,,,82.3,87.7,"45,274",1021,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,DeKalb,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.7,,,78.9,84.4,"71,813",1049,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-85.8040207 34.4609148)
2020,AL,Alabama,Marengo,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,54.8,,,51.9,57.8,"18,996",1091,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.791091 32.2475911)
2021,AL,Alabama,Randolph,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.9,,,23.8,32.2,"21,989",1111,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-85.4640637 33.2964614)
2021,AL,Alabama,Marion,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,34.1,,,28.9,39.1,"29,246",1093,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.881551 34.1382194)
2020,AL,Alabama,DeKalb,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79.4,,,76.5,82,"71,813",1049,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-85.8040207 34.4609148)
2020,AL,Alabama,Pickens,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.7,,,69.3,76,"18,801",1107,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-88.0968644 33.2968003)
2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.6,,,3.3,4,"103,162",1055,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Autauga,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.8,,,13.5,20.9,"59,095",1001,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Washington,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,11.7,17.7,"15,147",1129,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Barbour,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.3,,,8.2,10.5,"24,964",1005,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Tuscaloosa,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.9,,,10.3,13.7,"227,007",1125,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-87.5227834 33.2902197)
2021,AL,Alabama,Dallas,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,39.7,,,33.8,46.2,"37,619",1047,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-87.11436 32.3335263)
2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.6,"98,228",1095,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.3216681 34.3095637)
2021,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.2,12.7,"94,043",1077,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.6509966 34.9041221)
2021,AL,Alabama,Perry,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4.2,,,3.8,4.6,"8,355",1105,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.2938269 32.6390053)
2020,AL,Alabama,Elmore,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.2,,,71.3,79,"89,304",1051,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.1427347 32.597229)
2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.1,,,27.5,36.9,"59,095",1001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.6464395 32.5322367)
2020,AL,Alabama,Bullock,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,22.6,,,17.6,27.8,"10,320",1011,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-85.7172613 32.1017589)
2021,AL,Alabama,Cleburne,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,29.4,39.8,"15,103",1029,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Choctaw,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,11.6,,,9.9,13.3,"12,533",1023,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-88.2488894 31.9909539)
2020,AL,Alabama,Franklin,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.6,,,12.1,24.2,"32,013",1059,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.1,3.8,"11,328",1035,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Pike,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.1,5.4,"32,991",1109,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Clarke,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,23.4,,,20.1,26.6,"22,760",1025,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Bibb,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,37,,,31.3,43,"22,477",1007,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-87.1271475 33.0158929)
2021,AL,Alabama,Madison,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.6,6.8,"395,211",1089,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.5510802 34.7642377)
2021,AL,Alabama,Butler,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.2,,,15.9,20.8,"18,884",1013,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.6819689 31.751667)
2020,AL,Alabama,Franklin,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,52.2,,,48.6,56,"32,013",1059,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.5,7.3,"98,228",1095,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-86.3216681 34.3095637)
2021,AL,Alabama,Cullman,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.3,10.2,"89,496",1043,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-86.8692666 34.1319229)
2020,AL,Alabama,Henry,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.2,,,71.5,76.7,"17,459",1067,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-85.2399712 31.5169779)
2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.6,,,18.7,26.8,"36,699",1053,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,34,50,"15,147",1129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Perry,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,17.3,,,13.2,21.5,"8,355",1105,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-87.2938269 32.6390053)
2021,AL,Alabama,Elmore,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.6,,,18.7,26.7,"89,304",1051,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-86.1427347 32.597229)
2021,AL,Alabama,Henry,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10.1,13.8,"17,459",1067,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-85.2399712 31.5169779)
2020,AL,Alabama,Macon,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,53.1,,,48.4,57.4,"18,895",1087,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.692887 32.3870267)
2020,AL,Alabama,Cherokee,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.7,,,35,38.2,"24,996",1019,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.5,8,"59,095",1001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Walker,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.2,,,13,17.7,"64,818",1127,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-87.3010936 33.7915581)
2021,AL,Alabama,Macon,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.3,,,5.5,7.2,"18,895",1087,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-85.692887 32.3870267)
2021,AL,Alabama,Lee,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,15,,,13,17.2,"177,218",1081,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.3530477 32.6040644)
2021,AL,Alabama,Pike,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.5,7.2,"32,991",1109,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Crenshaw,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.3,,,7,9.7,"13,083",1041,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.3200384 31.7303106)
2021,AL,Alabama,Bibb,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,16.9,22.2,"22,477",1007,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.1271475 33.0158929)
2020,AL,Alabama,Tuscaloosa,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.8,,,71.5,76,"227,007",1125,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.5227834 33.2902197)
2021,AL,Alabama,Geneva,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,31.2,41.4,"26,701",1061,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Clarke,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.5,,,9.2,14,"22,760",1025,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Jefferson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,11,14.3,"667,820",1073,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Walker,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.8,,,28.3,37.4,"64,818",1127,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.3010936 33.7915581)
2021,AL,Alabama,Limestone,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.5,"107,517",1083,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-86.9813995 34.8102387)
2021,AL,Alabama,Talladega,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.3,,,21,27.7,"81,524",1121,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-86.1759302 33.3693135)
2021,AL,Alabama,Cleburne,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.5,6.2,"15,103",1029,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.5161261 33.6719637)
2020,AL,Alabama,Colbert,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,71.3,,,68,74.2,"57,474",1033,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-87.8014569 34.703112)
2021,AL,Alabama,Etowah,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.3,,,9.7,15.5,"103,162",1055,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-86.0342629 34.0476407)
2020,AL,Alabama,Clay,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.4,,,80,84.7,"14,190",1027,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-85.8635254 33.2703999)
2020,AL,Alabama,Monroe,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,18.9,,,14.6,23.4,"19,648",1099,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.3832656 31.5803324)
2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,33.1,41.7,"45,274",1021,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,Washington,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.4,,,10,15.2,"15,147",1129,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Randolph,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.7,,,74.1,82.8,"21,989",1111,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-85.4640637 33.2964614)
2021,AL,Alabama,Morgan,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.1,,,23.6,30.7,"123,668",1103,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-86.8464021 34.4544844)
2021,AL,Alabama,Escambia,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76,,,70.9,80.7,"36,699",1053,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Choctaw,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.8,,,5.8,7.6,"12,533",1023,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-88.2488894 31.9909539)
2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.7,,,16,23.7,"10,320",1011,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.7172613 32.1017589)
2021,AL,Alabama,Madison,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,10.5,14.4,"395,211",1089,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.5510802 34.7642377)
2021,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,,,6.8,8.3,"115,972",1015,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-85.8279089 33.7705162)
2020,AL,Alabama,Hale,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,43.4,,,42,44.8,"14,754",1065,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.6230608 32.7527958)
2021,AL,Alabama,Clarke,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.3,,,72.2,81.7,"22,760",1025,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.3,,,9.3,13.6,"24,996",1019,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Lawrence,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.7,,,11.1,16.7,"33,090",1079,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.3218651 34.529776)
2021,AL,Alabama,Autauga,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4,5.4,"59,095",1001,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.6464395 32.5322367)
2020,AL,Alabama,Dallas,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,44.6,,,42.8,46.1,"37,619",1047,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-87.11436 32.3335263)
2021,AL,Alabama,Perry,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,9.2,,,7.9,10.4,"8,355",1105,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-87.2938269 32.6390053)
2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,45.8,,,37.9,54.1,"36,699",1053,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Tuscaloosa,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.8,,,16.3,21.3,"227,007",1125,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.5227834 33.2902197)
2020,AL,Alabama,Walker,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.5,,,80,84.9,"64,818",1127,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.3010936 33.7915581)
2021,AL,Alabama,Cleburne,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,16.6,,,14.1,19.4,"15,103",1029,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Blount,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,6.4,9.2,"59,041",1009,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.56644 33.9773575)
2021,AL,Alabama,Chambers,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.2,,,81,86.9,"34,541",1017,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-85.3940321 32.9155039)
2021,AL,Alabama,Tallapoosa,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.6,"41,023",1123,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-85.7996176 32.8633076)
2021,AL,Alabama,Geneva,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.5,7.5,"26,701",1061,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Greene,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.8,6,"7,629",1063,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-87.9642005 32.8444965)
2021,AL,Alabama,Marion,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.7,20.4,"29,246",1093,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-87.881551 34.1382194)
2021,AL,Alabama,Elmore,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.6,,,11.9,17.8,"89,304",1051,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-86.1427347 32.597229)
2021,AL,Alabama,Pickens,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,19.4,,,17,22.1,"18,801",1107,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-88.0968644 33.2968003)
2020,AL,Alabama,Lee,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.8,,,63.1,70.2,"177,218",1081,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.3530477 32.6040644)
2021,AL,Alabama,Russell,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.2,,,9.8,12.8,"58,722",1113,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-85.1869798 32.2898113)
2021,AL,Alabama,Conecuh,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.8,7.4,"11,328",1035,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-86.9887221 31.4309257)
2021,AL,Alabama,Barbour,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,25.2,,,22,28.4,"24,964",1005,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Wilcox,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.6,4.4,"10,446",1131,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.3049349 31.9900824)
2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.6,,,18.7,27.1,"18,801",1107,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-88.0968644 33.2968003)
2020,AL,Alabama,Houston,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44,,,36.5,51.6,"107,458",1069,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.2964111 31.1581831)
